ID,Name,Description
txcd_32060017,Kidney Dialysis Equipment for Home Use,"When sold without prescription order of a licensed professional, a machine used that filters a patient's blood to remove excess water and waste products when the kidneys are damaged, dysfunctional, or missing. The kidney dialysis machine is an artificial part which augments the natural functioning of the kidneys."
txcd_32060018,Oxygen Delivery Equipment for Home Use with Prescription,"When sold under prescription order of a licensed professional, equipment used to administer oxygen directly into the lungs of the patient for the relief of conditions in which the human body experiences an abnormal deficiency or inadequate supply of oxygen. Oxygen equipment means oxygen cylinders, cylinder transport devices, including sheaths and carts, cylinder studs and support devices, regulators, flowmeters, tank wrenches, oxygen concentrators, liquid oxygen base dispensers, liquid oxygen portable dispensers, oxygen tubing, nasal cannulas, face masks, oxygen humidifiers, and oxygen fittings and accessories."
txcd_32060023,Oxygen Delivery Equipment for Home Use,"When sold without prescription order of a licensed professional, equipment used to administer oxygen directly into the lungs of the patient for the relief of conditions in which the human body experiences an abnormal deficiency or inadequate supply of oxygen. Oxygen equipment means oxygen cylinders, cylinder transport devices, including sheaths and carts, cylinder studs and support devices, regulators, flowmeters, tank wrenches, oxygen concentrators, liquid oxygen base dispensers, liquid oxygen portable dispensers, oxygen tubing, nasal cannulas, face masks, oxygen humidifiers, and oxygen fittings and accessories."
txcd_32060024,Heating Pads,"A heating pad is a pad used for warming of parts of the body in order to manage pain. Types of heating pads include electrical, chemical and hot water bottles. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32060025,Cold or Hot Therapy Packs - Reusable,"A reusable pain management supply that includes artificial ice packs, gel packs, heat wraps, etc used for pain relief.  This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32060026,Enteral Feeding Equipment for Home Use,"When sold without prescription order of a licensed professional, nutritional tube feeding equipment including button-style feeding tubes, standard G-tubes, NG-tubes, extension sets, adapters, feeding pumps, feeding pump delivery sets."
txcd_32070003,"Wound Care Supplies - Bandages, Dressings, Gauze","An item that is applied directly to or inside a wound to absorb wound drainage, protect healing tissue, maintain a moist or dry wound environment (as appropriate), or prevent bacterial contamination. Examples include bandages, dressings, gauze, medical tape. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32070004,"Wound Care Supplies - Bandages, Dressings, Gauze - Medicated","A wound care supply is defined as an item that is applied directly to or inside a wound to absorb wound drainage, protect healing tissue, maintain a moist or dry wound environment (as appropriate), or prevent bacterial contamination.  These supplies contain medication such as an antibiotic ointment. They are a labeled with a ""drug facts"" panel or a statement of active ingredients.Examples include bandages, dressings, gauze, medical tape. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32070018,First Aid Kits,"A collection of mixed supplies and equipment that is used to give medical treatment, often housed in durable plastic boxes, fabric pouches or in wall mounted cabinets. Qualifying medicinal items (eg. OTC drugs) make up 51% or more of the value of the kit. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32070019,Gloves - Disposable (non medical use),"Single use disposable gloves (latex, nitrile, vinyl, etc) not used for medical purposes."
txcd_32070020,Gloves - Disposable (medical use),"Single use disposable gloves (latex, nitrile, vinyl, etc) that have an application in a first aid or medical setting. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32070028,Medical Supplies - Consumable,"Items for use in cure, treatment or diagnosis of injury, illness, disease or incapacity, and which is consumed during the use.  Please select a more granular category as appropriate."
txcd_32070029,First Aid Kits - 50% or Less Medicinal Items,"A collection of mixed supplies and equipment that is used to give medical treatment, often housed in durable plastic boxes, fabric pouches or in wall mounted cabinets. Qualifying medicinal items (eg. OTC drugs) make up 50% or less of the value of the kit. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32070030,Contact Lens Disinfecting Solutions,Liquid solution for cleaning and disinfecting contact lenses.
txcd_32070031,Contact Lens Lubricating Solutions,"Liquid solution for lubricating/rewetting, but not disinfecting, contact lenses. This solution is applied directly to the eye."
txcd_32070032,Cotton Balls/Swabs - Sterile,"Single use cotton balls or swabs for application of antiseptics and medications and to cleanse scratches, cuts or minor wounds. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32070033,Cotton Balls/Swabs - Unsterile,"Single use cotton balls or swabs for multi-purpose use other than applying medicines and cleaning wounds, due to not being sterile. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32070034,Cold or Hot Therapy Packs - Disposable,"A single use pain management supply that includes artificial ice packs, gel packs, heat wraps, etc used for pain relief. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32070035,Cold or Hot Therapy Packs - Disposable - Medicated,"A single use pain management supply that includes artificial ice packs, gel packs, heat wraps, etc used for pain relief.   These products contain a ""drug facts"" panel or a statement of active ingredients.  This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32070036,Nasal Breathing Strips,"Flexible adhesive strips that attach over the bridge of the nose to lift the sides of the nose, opening the nasal passages to provide relief for congestion and snoring. The products are drug free and contain no active drug ingredients."
txcd_32070037,Hypodermic Needles/Syringes with Prescription - Insulin,"Single use hollow needle commonly used with a syringe to inject insulin into the body by diabetic individuals, sold under prescription order of a licensed professional.  This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32070038,Hypodermic Needles/Syringes - Insulin,"Single use hollow needle commonly used with a syringe to inject insulin into the body by diabetic individuals, sold without prescription order of a licensed professional.  This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32070039,Hydrogen Peroxide,"Hydrogen peroxide is a mild antiseptic used on the skin to prevent infection of minor cuts, scrapes, and burns. It may also be used as a mouth rinse to help remove mucus or to relieve minor mouth irritation (e.g., due to canker/cold sores, gingivitis). These products contain a ""drug facts"" panel or a statement of active ingredients. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32070040,Petroleum Jelly,"A multi-purpose skin protectorant and topical ointment. These products contain a ""drug facts"" panel or a statement of active ingredients. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32070041,Ear Drops - Medicated,"Liquid drops to be placed inside the ear canal to reduce the symptoms of an ear ache, or to act as an ear drying aid, or to loosen, cleanse, and aid in the removal of ear wax. These products contain a ""drug facts"" panel or a statement of active ingredients. Examples include Ear Ache, Swimmers' Ears, and Ear Wax removal drops. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32070042,Isopropyl (Rubbing) Alcohol,"A liquid solution typically used as a topical antiseptic. The products contain a ""drug facts"" panel or a statement of active ingredients. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32080001,Bath Aids,"Aids that can increase, improve, or assist mobility in the bathroom such as raised toilet seat, tub & shower stool, handrails, grab bars, etc."
txcd_32080003,Mobility Enhancing Equipment,"Equipment which is primarily and customarily used to provide or increase the ability to move from one place to another, sold without a prescription, and which is appropriate for use either in a home or a motor vehicle; Is not generally used by persons with normal mobility; and does not include any motor vehicle or equipment on a motor vehicle normally provided by a motor vehicle manufacturer. Examples include wheelchairs, crutches, canes, walkers, chair lifts, etc."
txcd_32080004,Repair & Replacement Parts for Mobility Enhancing Equipment,"Parts for items such as crutch pads, walker tips, cane tips, crutch tips, etc."
txcd_32080005,Mobility Enhancing Equipment with Prescription,"Equipment which is primarily and customarily used to provide or increase the ability to move from one place to another, sold under a prescription, and which is appropriate for use either in a home or a motor vehicle; Is not generally used by persons with normal mobility; and does not include any motor vehicle or equipment on a motor vehicle normally provided by a motor vehicle manufacturer. Examples include wheelchairs, crutches, canes, walkers, chair lifts, etc."
txcd_32090003,Corrective Lenses,"Corrective lenses, including eyeglasses and contact lenses, sold without a prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32090005,Hearing Aid Batteries,"Batteries specifically labeled and designed to operate hearing aid devices, sold without prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32090006,Hearing Aids,"Artificial devices to correct or alleviate hearing deficiencies, sold without prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32090007,Prosthetic Device,"When sold without prescription order of a licensed professional, a replacement, corrective, or supportive device, worn on or in the body to: Artificially replace a missing portion of the body; Prevent or correct physical deformity or malfunction; or Support a weak or deformed portion of the body. Worn in or on the body means that the item is implanted or attached so that it becomes part of the body, or is carried by the body and does not hinder the mobility of the individual. Examples include artificial limbs, pacemakers, orthotics, orthopedics, ostomy/colostomy devices, catheters, etc."
txcd_32090008,Prosthetic Devices with Prescription,"When sold under prescription order of a licensed professional, a replacement, corrective, or supportive device, worn on or in the body to: Artificially replace a missing portion of the body; Prevent or correct physical deformity or malfunction; or Support a weak or deformed portion of the body. Worn in or on the body means that the item is implanted or attached so that it becomes part of the body, or is carried by the body and does not hinder the mobility of the individual. Examples include artificial limbs, pacemakers, orthotics, orthopedics, ostomy/colostomy devices, catheters, etc."
txcd_32090013,Corrective Lenses with Prescription,"Corrective lenses, eyeglasses, sold under prescription order of a licensed professional.  This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32090014,Contact Lenses with Prescription,"Contact lenses, sold under prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32090015,Dental Prosthetics with Prescription,"When sold under prescription order of a licensed professional, a replacement, corrective, or supportive device, worn in the mouth, including dentures, orthodontics, crowns, bridges, etc."
txcd_32090016,Dental Prosthetics,"When sold without prescription order of a licensed professional, a replacement, corrective, or supportive device, worn in the mouth, including dentures, orthodontics, crowns, bridges, etc."
txcd_32090017,Hearing Aids with Prescription,"Artificial devices to correct or alleviate hearing deficiencies, sold under prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32090018,Hearing Aid Batteries with Prescription,"Batteries specifically labeled and designed to operate hearing aid devices, sold under prescription order of a licensed professional. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32100001,Pregenacy Testing Kits,At home urine-based tests used to detect pregancy hormone levels.
txcd_32100002,Ovulation Testing Kits,At home urine-based tests used to detect impending ovulation to assist in pregnancy planning.
txcd_32100003,Infectious Disease Test,An at-home infectious disease test kit that can be sold without a prescription.
txcd_32100004,Infectious Disease Test - Prescription only,An at-home infectious disease test kit that can only be sold with a prescription.
txcd_32100005,DNA Testing Kits,"At home saliva, cheeek swab or blood drop based tests used to detect various genetic markers in an individual."
txcd_32100006,Medical Thermometers - Disposable,"One-time use medical thermometers for oral, temporal/forehead, or rectal body temperature diagnostics. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32100007,Medical Thermometers - Reusable,"Multiple use medical thermometers for oral, temporal/forehead, or rectal body temperature diagnostics. This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32100008,Energy Star Products,"Products carrying an Energy Star rating (e.g., light bulbs, appliances, etc.).  Please select a more granular product tax category where appropriate."
txcd_32100010,Blood Pressure Testing Devices,"At home digital or manual (aneroid) sphygmomanometers, also known as a blood pressure meter, blood pressure monitor, or blood pressure gauge, are devices used to measure blood pressure, composed of an inflatable cuff to collapse and then release the artery under the cuff in a controlled manner.  This code is intended for sales directly to end consumers that are NOT healthcare providers."
txcd_32100011,Pulse Oximeter,An electronic device that clips onto a patient's finger to measure heart rate and oxygen saturation in his or her red blood cells.  This code is intended for sales directly to end consumers that are NOT healthcare providers.
txcd_32100012,Drug Testing Kits,At home urine-based tests used to detect the presense of various drug substances in an individual.
txcd_32100013,Cholesterol Testing Kits,At home blood-prick based tests used to monitor cholesterol levels in an individual.
txcd_33020001,Ceiling Fans - Energy Star,Ceiling Fans carrying an Energy Star rating.
txcd_33020002,Air conditioners - Energy Star,Domestic air conditioning (central or room) systems carrying Energy Star rating.
txcd_33020003,Furnaces - Energy Star,Domestic gas or oil furnaces carrying an Energy Star rating.
txcd_33020004,Heat Pumps - Energy Star,Domestic air source heat pumps carrying Energy Star rating.
txcd_33020005,Water Heater - Energy Star,Domestic water heater carrying Energy Star rating.
txcd_33020006,Dehumidifier - Energy Star,Domestic appliance carrying an Energy Star Rating which reduces and maintains the level of humidity in the air.
txcd_33020007,Boilers - Energy Star,Domestic gas or oil boilers for space or water heating carrying an Energy Star rating.
txcd_33020008,Programmable Wall Thermostat - Energy Star,"An in home programmable thermostat, such as a WiFi enabled smart thermostat, carrying an Energy Star rating."
txcd_33020009,Refrigerators - Energy Star,Domestic standard size refrigerators carrying Energy Star rating.
txcd_33020010,Dishwashers - Energy Star,Domestic dish washing appliances carrying Energy Star rating.
txcd_33020011,Freezers- Energy Star,Domestic freezers carrying Energy Star rating.
txcd_33020012,Clothes Washing Machine - Energy Star,Domestic clothes washing appliances carrying Energy Star rating.
txcd_33020013,Clothes Drying Machine - Energy Star,Domestic clothes drying appliances carrying Energy Star rating.
txcd_33020014,Can Opener - Manual,Non-electric can opener.
txcd_33020200,Water conserving products,"Water conserving products are for conserving or retaining groundwater; recharging water tables; or decreasing ambient air temperature, and so limiting water evaporation. Examples include soil sufactants, a soaker or drip-irrigation hose, a moisture control for a sprinkler or irrigation system, a rain barrel or an alternative rain and moisture collection system, a permeable ground cover surface that allows water to reach underground basins, aquifers or water collection points."
txcd_33030001,Alkaline Batteries,"Single or multi-pack AA, AAA, c, D, 6-volt or 9-volt batteries, excluding automobile or boat batteries."
txcd_33031001,Mobile Phone Batteries,Mobile phone batteries.
txcd_33080201,Disinfectant Wipes,Wipes used in the process of eliminating or reducing harmful microorganisms from inanimate objects and surfaces.
txcd_33080202,Disposable Household Paper Products,"Paper based items for household use designed to be disposed of after single use, including the the following...Facial tissue; Paper bags; Paper freezer wrap; Paper place mats; Paper plates and cups; Paper napkins; Paper straws; Paper tablecloths; Paper towels."
txcd_33080300,Household Linens/Bedding Towels Shower Curtains,"Includes blankets, pillows, bed linens/sheets, comforters, towels, wash cloths, shower curtains and bath mats.  Please select a more granular category where appropriate."
txcd_33080301,Bedding,"Bedclothes items including sheets, pillow cases, bedspreads, comforters, blankets, throws, duvet covers, pillow shams, bed skirts, mattress pad, mattress toppers, and pillows."
txcd_33080302,Bath Mats/Rugs,A small mat/rug used to cover portion of bathroom floor.
txcd_33080303,Bath Towels,"Towels used for individual drying of persons, including bath towels, beach towels, wash cloths, hand towels, facetowels, sport towels, etc."
txcd_33080304,Shower Curtain or Liner,Shower curtain/liner used to keep water from escaping a showering area.
txcd_33080305,Crib Bumpers/Liners,A bumper/liner that borders the interior walls/slats of the crib to help protect the baby.
txcd_33080306,Dish Towels,Dish towels used for kitchenware drying.
txcd_33080400,Yarn - Non-clothing,Yarn for use other than fabricating/repairing clothing.
txcd_33100001,"Landscape Soil, Mulch, Compost - Residential","Landscape soil, mulch, compost - residential."
txcd_33100101,Agricultural Chemicals - Non-commercial gardening,"Products for use in non-commercial food producing gardens to control insects, weeds, and fungus."
txcd_33100200,Agricultural Fertilizer - Non-commercial gardening,Products for use in non-commercial food producing gardens to enhance plant growth.
txcd_33110001,Incandescent Light Bulbs - Energy Star,Standard incandescent light bulbs carrying an Energy Star rating.
txcd_33110002,Compact Fluorescent Light Bulbs - Energy Star,Compact Fluorescent light (CFL) bulbs carrying an Energy Star rating.
txcd_33110003,LED Bulbs - Energy Star,Light emitting diode (LED) bulbs carrying an Energy Star rating.
txcd_33110004,Portable Light Sources,"Portable self-powered or battery powered light sources, including flashlights, lanterns, emergency glow sticks or light sticks."
txcd_33110005,Candles,Candles to be used as a light source.
txcd_33120000,Storm Preparedness Items,"Qualifying items for purposes of certain sales tax holidays such as cell phone batteries, cell phone chargers, and two-way radios."
txcd_33120001,Portable Radios,"Portable self-powered or battery powered radio, two-way radio, weatherband radio."
txcd_33120002,Food Storage Cooler,Non-electric food or beverage cooler.
txcd_33120003,Smoke Detectors,Smoke Detectors.
txcd_33120004,Carbon Monoxide Detectors,Carbon Monoxide Detectors.
txcd_33120005,Fire Extinguishers,Fire Extinguishers.
txcd_33120006,Portable Fuel Container,Portable fuel container.
txcd_33120007,Water Storage Container,Non-electric water container to store water for emergency usage.
txcd_33120008,Artificial Ice,"Artificial ice, blue ice, ice packs, reusable ice."
txcd_33120009,Tarpaulins and Weatherproof Sheeting,"Tarps, plastic sheeting, plastic drop cloths, waterproof sheeting."
txcd_33120010,Portable Generator,Portable generator used to provide light or communications or power appliances during a power outage.
txcd_33120011,Power Cords,Power cords used to connect electrical equipment and devices to power sockets.
txcd_33120012,Axes/Hatchets,"An hand held tool with a bladed head on a handle used for hewing, cleaving, chopping, etc."
txcd_33120013,Garden Chainsaw,Gas-powered chainsaw.
txcd_33120014,Chainsaw Accessories,"Chainsaw accessories include chains, lubricants, motor oil, chain sharpeners, bars, wrenches, carrying cases, repair parts, safety apparel."
txcd_33120015,Storm Shutters/Window Protection Devices,"Plywood, window film, storm shutters, hurricane shutters or other materials specifically designed to protect windows."
txcd_33120016,Emergency/Rescue Ladder,Ladder used for home emergency evacuation.
txcd_33120017,Ropes and Cords,Ropes and Cords and similar fastening products.
txcd_33120018,Ground Anchor Systems and Tie-down Kits,Ground anchor systems and tie down kits for securing property against severe weather.
txcd_33120019,Duct Tape,Duct Tape.
txcd_33150001,Toilets - WaterSense,WaterSense labeled toilets.
txcd_33150002,Urinals - WaterSense,WaterSense labeled urinals.
txcd_33150003,Bathroom Faucets - WaterSense,WaterSense labeled bathroom sink faucets and accessories.
txcd_33150004,Spray Water Sprinkler Bodies - WaterSense,WaterSense labeled sprinkler body is the exterior shell that connects to the irrigation system piping and houses the spray nozzle that applies water on the landscape.
txcd_33150005,Irrigation Controls - WaterSense,"WaterSense labeled irrigation controllers, which act like a thermostat for your sprinkler system telling it when to turn on and off, use local weather and landscape conditions to tailor watering schedules to actual conditions on the site."
txcd_33150006,Showerheads - WaterSense,WaterSense labeled showerheads.
txcd_34010001,Audio Turntables,A type of consumer electronic device used to play vinyl recordings.
txcd_34010002,Digital Music Players,Portable audio equipment that plays audio files encoded in MP3 and other audio formats.
txcd_34010003,Video Cameras,"A camera that captures moving images and sound and converts them into electronic signals so that they can be saved on a storage device, such as videotape or a hard drive, or viewed on a monitor."
txcd_34020001,Digital Cameras,A camera that captures photographs in digital memory.
txcd_34020002,Digital Picture Frames,A framed display designed to display preloaded digital images (jpeg or any digital image format). Has slots for flash memory cards and/or an interface for digital photo camera connection.
txcd_34020003,E-Book Readers,A portable electronic device for reading digital books and periodicals.
txcd_34020004,Headphones/Earbuds,Wired and bluetooth headphones and earbuds for audio listening.
txcd_34020005,Consumer Electronics Peripherals/Accessories,Consumer electronics peripherals and accessories.  Please select a more granular product tax category where appropriate.
txcd_34020006,Televisions,Televisions.
txcd_34020027,Consumer Electronics,Electronic devices bought for personal rather than commercial use.  Please select a more granular product tax category where appropriate.
txcd_34021000,Mobile Phones,"A portable device for connecting to a telecommunications network in order to transmit and receive voice, video, or other data."
txcd_34021001,Mobile Phone Charging Device/cord,"A device for recharging the battery of a mobile phone, especially one consisting of a cable connected to an adaptor which plugs into an electrical socket or usb port."
txcd_34022000,Video Gaming Console - Fixed,A specialized computer system designed for interactive video gameplay that typically connects to a television or other monitor.
txcd_34022001,Video Gaming Console - Portable,"A handheld portable electronic device used for playing video games that has its own screen, speakers and controls in one unit."
txcd_34040001,Computer Batteries,Typically a lithium-ion remote power source for laptop computers.
txcd_34040002,Computer Cables,Cables with industry standard connection and termination configurations used to connect various peripherals and equipment to computers.
txcd_34040003,Computer Drives,"Storage drives, hard drives, Zip drives, etc."
txcd_34040004,Computer Keyboards,Computer Keyboards.
txcd_34040005,Computer Microphones,Computer Microphones.
txcd_34040006,Computer Monitor/Displays,Computer Monitor/Displays.
txcd_34040007,Computer Mouse/Pointing Devices,Computer Mouse/Pointing Devices.
txcd_34040008,Computer Printer,Computer Printer.
txcd_34040009,Computer Speakers,Computer Speakers.
txcd_34040010,Docking Stations,A docking station is a hardware frame and set of electrical connection interfaces that enable a notebook computer to effectively serve as a desktop computer.
txcd_34040011,Modems,A device that makes possible the transmission of data to or from a computer via telephone or other communication lines.
txcd_34040012,Motherboards,A motherboard is the physical component in a computer that contains the computer's basic circuitry and other components.
txcd_34040013,Port Replicators,"A port replicator is an attachment for a notebook computer that allows a number of devices such as a printer, large monitor, and keyboard to be simultaneously connected."
txcd_34040014,Routers,"A device that connects computer networks to each other, and sends information between networks.  The router, as commonly used in the home, is the hardware that allows communication between your personal computers and other connected device and the internet."
txcd_34040015,Scanners,A device that scans documents and images and converts them into digital data for use on a computer.
txcd_34040016,Sound Cards,A sound card is an expansion component used in computers to receive and send audio.
txcd_34040017,Video/Graphics Card,"An expansion card that allows the computer to send graphical information to a video display device such as a monitor, TV, or projector. Video cards are often used by gamers in place of integrated graphics due to their extra processing power and video ram."
txcd_34040018,Web Camera,"A webcam is a video camera that feeds or streams an image or video in real time to or through a computer to a computer network, such as the Internet. Webcams are typically small cameras that sit on a desk, attach to a user's monitor, or are built into the hardware."
txcd_35010000,Books,Books or booklets consisting of text or illustrations bound in a stiffer cover than the pages.
txcd_35010001,Books for Children,"Children's books including picture books, painting, drawing, and activity books."
txcd_35010400,Religious Books,Printed religious books and manuals.
txcd_35010410,Bibles,The sacred writings of a religion.
txcd_35010500,Audiobook (Physical Copy),"Recognized in the ordinary and usual sense as a ""book"", except that the product is audio and delivered electronically or on a CD/DVD instead of in a printed format."
txcd_35020100,Newspapers,Publications distributed to the public at regular intervals that contains news of general interest.
txcd_35020200,Periodicals,"Publications, including magazines, distributed on a periodic basis."
txcd_35020220,Magazine by Subscription,"Periodicals, printed, sold by subscription."
txcd_36010001,Flea & Tick Products,"Flea and tick products for animal use including soaps, cleaning solutions, and shampoos (e.g., flea collars, flea powder, tick and flea soap, and tick sprays)."
txcd_36010002,Over-the-Counter Drugs for Animal Use Without a Prescription,"Drugs or substance for treating animals and intended for use in the diagnosis, cure, mitigation, treatment, or prevention of disease."
txcd_36010003,Over-the-Counter Medical Supplies for Pets,"Medical supplies available without a prescription and used in the treatment of companion animals (e.g., first aid items such as bandages and gauze)."
txcd_36010004,Pet Food,Food for household pets that is consumed for nutritional value. This code is not intended for food related to working farm animals or animals raised for meat or milk production.
txcd_36010005,Pet Vitamins,Pet food products offering additional nutrients or functional ingredients.
txcd_37010000,Personal Computers,"Personal computers, including laptops, tablets, desktops."
txcd_37010003,Computer Storage Media,"Removable storage media such as compact disks, flash drives, thumb drives, flash memory cards."
txcd_37010036,Printer Ink,Ink cartridges for printers.
txcd_37030002,Globes - Student,A globe that could be used by a student in a course of study as a reference and to learn the subject being taught.
txcd_37030003,Maps - Student,A map that could be used by a student in a course of study as a reference and to learn the subject being taught.
txcd_37040001,Printer Paper,Paper suitable for printers.
txcd_37050001,School Textbooks,Books that are required or approved for use in conjunction with a curriculum provided by an educational institution.
txcd_37060001,Bookbags/Backpacks - Student,"Bags designed to carry students' books during the school day. This category does not include backpacks for traveling, hiking, camping, etc."
txcd_37060002,Calculators,Typically a small electronic device with a keyboard and visual display used for making used for making mathematical calculations.
txcd_37060003,Daily Planners,"A calendar based notebook to aid in outlining one's daily appointments, classes, activities, etc."
txcd_37060008,Padlocks - Student,"Portable locks used by students in a school setting to prevent use, theft, vandalism or harm."
txcd_37060009,School Art Supplies,"An item commonly used by a student in a course of study for artwork.  This category is limited to the following items...clay and glazes, paints, paintbrushes for artwork, sketch and drawing pads, watercolors."
txcd_37060010,Dictionaries/Thesauruses,Reference printed material commonly used by a student in a course of study as a reference and to learn the subject being taught.
txcd_37060011,Sheet music - Student,Sheet music used by a student in conjunciton with school activities.
txcd_37060012,School Supplies,"An item commonly used by a student in a course of study. This category is limited to the following items...binders, blackboard chalk, cellophane tape, compasses, composition books, crayons, erasers, folders, glue/paste/glue sticks, highlighters, index cards, index card boxes, legal pads, lunch boxes, markers, notebooks, paper (copy, graph, tracing, manila, colored, construction, notebook), pencils, pencil boxes, pencil sharpeners, pens, posterboard, protractors, rulers, scissors, writing tablets."
txcd_37060013,Staplers/Staples,A device that joins pages of paper or similar material by fastening a thin metal staple through the sheets and folding the ends underneath.
txcd_37060035,Push pins/tacks,"Pins/tacks to secure papers, pictures, calendars, etc. to bulletin boards, walls, etc."
txcd_37060045,Graphing Calculators,"A handheld computer that is capable of plotting graphs, solving simultaneous equations, and performing other tasks with variables."
txcd_37060046,Musical instruments - Student,A musical instrument used by a student in conjunciton with school activities.
txcd_37070001,Canned Software - Tangible Medium,"Prewritten (""canned"") software delivered on tangible media."
txcd_37070002,Canned Software - Tangible Medium - Non-recreational,"Prewritten (""canned"") software on tangible media used for non-recreational purposes, such as antivirus, database, educational, financial, word processing, etc. The software is intended for personal use, rather than for consumption in a commercial enterprise. Note: The distinction between business use and personal use for this tax code is relevant only if you are transacting business in the US."
txcd_37071001,"Software Maintenance Agreement - Optional, Prewritten, Electronic Delivery, Updates Only","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software.  The agreement entitles the software user to obtain periodic canned software updates, upgrades, and error corrections in electronic form."
txcd_37071002,"Software Maintenance Agreement - Optional, Prewritten, Electronic Delivery, Updates and Services","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software.  The agreement entitles the software user to obtain periodic canned software updates, upgrades, and error corrections in electronic form, as well as non-separately stated support sevices, such as consulation or phone support."
txcd_37071003,"Software Maintenance Agreement - Optional, Prewritten, Services Only","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software.  The agreement entitles the software user to only support sevices, such as consulation or phone support.  The agreements does not include periodic canned software updates, upgrades, or error corrections in any form."
txcd_37071006,"Software Maintenance Agreement - Optional, Prewritten, Tangible Delivery, Updates Only","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software.  The agreement entitles the software user to obtain periodic canned software updates, upgrades, and error corrections in tangible form."
txcd_37071007,"Software Maintenance Agreement - Optional, Prewritten, Tangible Delivery, Updates and Services","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software.  The agreement entitles the software user to obtain periodic canned software updates, upgrades, and error corrections in tangible form, as well as non-separately stated support sevices, such as consulation or phone support."
txcd_37071009,"Software Maintenance Agreement - Optional, Custom, Electronic Delivery, Updates Only","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software.  The agreement entitles the software user to obtain, from the original seller of the software, periodic custom software updates, upgrades, and error corrections in electronic form."
txcd_37071010,"Software Maintenance Agreement - Optional, Custom, Electronic Delivery, Updates and Services","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software.  The agreement entitles the software user to obtain, from the original seller of the software, periodic custom software updates, upgrades, and error corrections in electronic form, as well as non-separately stated support sevices, such as consulation or phone support."
txcd_37071011,"Software Maintenance Agreement - Optional, Custom, Services Only","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software.  The agreement entitles the software user to only support sevices, such as consulation or phone support.  The agreements does not include periodic custom software updates, upgrades, or error corrections in any form."
txcd_37071014,"Software Maintenance Agreement - Optional, Custom, Tangible Delivery, Updates Only","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software.  The agreement entitles the software user to obtain, from the original seller of the software, periodic custom software updates, upgrades, and error corrections in tangible form."
txcd_37071015,"Software Maintenance Agreement - Optional, Custom, Tangible Delivery, Updates and Services","A charge, apart from the charge for the software, for an agreement that is not required to be purchased in order to obtain the software.  The agreement entitles the software user to obtain, from the original seller of the software, periodic custom software updates, upgrades, and error corrections in tangible form, as well as non-separately stated support sevices, such as consulation or phone support."
txcd_37071101,"Software Maintenance Agreement - Mandatory, Prewritten, Electronic Delivery","A charge, apart from the charge for the software, for an agreement that is required to be purchased in order to obtain the software.  The agreement entitles the software user to obtain periodic canned software updates, upgrades, and error corrections in electronic form.  The agreement may or may not also include non-separately stated support sevices, such as consulation or phone support."
